2307,Licenciado Adolfo Lopez Mateos International Airport,Toluca,MX
2308,Licenciado Benito Juarez International Airport,Mexico City,MX
2309,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,MX
2310,Licenciado Manuel Crescencio Rejon Int Airport,Mérida,MX
2311,Licenciado Miguel de la Madrid Airport,Colima,MX
2312,Lichinga Airport,Lichinga,MZ
2313,Liège Airport,Liège,BE
2314,Liep?ja International Airport,Liep?ja,LV
2315,Lifou Airport,Lifou,NC
2316,Lifuka Island Airport,Lifuka,TO
2317,Lihue Airport,Lihue,US
2318,Lijiang Airport,Lijiang,CN
2319,Lille-Lesquin Airport,Lille/Lesquin,FR
2320,Lilongwe International Airport,Lilongwe,MW
2321,Limbang Airport,Limbang,MY
2322,Lime Acres Finsch Mine Airport,Lime Acres,ZA
2323,Limoges Airport,Limoges/Bellegarde,FR
2324,Limon International Airport,Puerto Limon,CR
2325,Lincoln Airport,Lincoln,US
2326,Lindu Airport,Yichun,CN
2327,Linfen Qiaoli Airport,Linfen,CN
2328,Lingling Airport,Yongzhou,CN
2329,Linköping City Airport,Linköping,SE
2330,Lins Airport,Lins,BR
2331,Lintsang Airfield,Lincang,CN
2332,Linz Hörsching Airport,Linz,AT
2333,Lipetsk Air Base,Lipetsk,RU
2334,Lipetsk Airport,Lipetsk,RU
2335,Liping Airport,Liping,CN
2336,Lisbon Portela Airport,Lisbon,PT
2337,Lismore Airport,Lismore,AU
2338,Little Grand Rapids Airport,Little Grand Rapids,CA
2339,Little Rock Air Force Base,Jacksonville,US
2340,Liuting Airport,Qingdao,CN
2341,Liuzhou Bailian Airport,Liuzhou,CN
2342,Liverpool John Lennon Airport,Liverpool,GB
2343,Liverpool South Shore Regional Airport,Liverpool,CA
2344,Livingstone Airport,Livingstone,ZM
2345,Ljubljana Jože Pu?nik Airport,Ljubljana,SI
2346,Ljungbyhed Airport,Ljungbyhed,SE
2347,Lleida-Alguaire Airport,Lleida,ES
2348,Lloydminster Airport,Lloydminster,CA
2349,Loakan Airport,Baguio City,PH
2350,Lockhart River Airport,Lockhart River,AU
2351,Lodwar Airport,Lodwar,KE
2352,?ód? W?adys?aw Reymont Airport,?ód?,PL
2353,Logan-Cache Airport,Logan,US
2354,Loikaw Airport,Loikaw,MM
2355,Lok Nayak Jayaprakash Airport,Patna,IN
2356,Lokichoggio Airport,Lokichoggio,KE
2357,Lokpriya Gopinath Bordoloi International Airport,Guwahati,IN
2358,Lolland Falster Maribo Airport,Lolland Falster / Maribo,DK
2359,Lombok International Airport,Mataram,ID
2360,Lomé-Tokoin Airport,Lomé,TG
2361,London Airport,London,CA
2362,London Biggin Hill Airport,London,GB
2363,London City Airport,London,GB
2364,London Gatwick Airport,London,GB
2365,London Heathrow Airport,London,GB
2366,London Luton Airport,London,GB
2367,London Stansted Airport,London,GB
2368,London-Corbin Airport/Magee Field,London,US
2369,Lone Star Executive Airport,Houston,US
2370,Long Beach /Daugherty Field/ Airport,Long Beach,US
2371,Long Island Mac Arthur Airport,Islip,US
2372,Longdongbao Airport,Guiyang,CN
2373,Longjia Airport,Changchun,CN
2374,Longreach Airport,Longreach,AU
2375,Longtan Air Base,Longtan Township,TW
2376,Longyan Guanzhishan Airport,Longyan,CN
2377,Loreto International Airport,Loreto,MX
2378,Lorient South Brittany (Bretagne Sud) Airport,Lorient/Lann/Bihoué,FR
2379,Los Alamitos Army Air Field,Los Alamitos,US
2380,Los Angeles International Airport,Los Angeles,US
2381,Los Cabos International Airport,San José del Cabo,MX
2382,Los Chiles Airport,Los Chiles,CR
2383,Los Garzones Airport,Montería,CO
2384,Louis Armstrong New Orleans International Airport,New Orleans,US
2385,Louisville International Standiford Field,Louisville,US
2386,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,CA
2387,Lovell Field,Chattanooga,US
2388,Luang Phabang International Airport,Luang Phabang,LA
2389,Lubango Airport,Lubango,AO
2390,Lubbock Preston Smith International Airport,Lubbock,US
2391,Lübeck Blankensee Airport,Lübeck,DE
2392,Lublin Airport,Lublin,PL
2393,Lubumbashi International Airport,Lubumbashi,CD
2394,Luderitz Airport,Luderitz,NA
2395,Luena Airport,Luena,AO
2396,Lugano Airport,Lugano,CH
2397,Luhansk International Airport,Luhansk,UA
2398,Luis Munoz Marin International Airport,San Juan,PR
2399,Luke Air Force Base,Glendale,US
2400,Luleå Airport,Luleå,SE
2401,Lumberton Regional Airport,Lumberton,US
2402,Lungi International Airport,Freetown,SL
2403,Lusaka City Airport,Lusaka,ZM
2404,Lutselk'e Airport,Lutselk'e,CA
2405,Luxembourg-Findel International Airport,Luxembourg,LU
2406,Luxeuil-Saint-Sauveur (BA 116) Air Base,Luxeuil/Saint-Sauveur,FR
2407,Luxor International Airport,Luxor,EG
2408,Lviv International Airport,Lviv,UA
2409,Lyambir Air Base,Saransk,RU
2410,Lydd Airport,"Lydd, Ashford",GB
2411,Lynchburg Regional Preston Glenn Field,Lynchburg,US
2412,Lynden Pindling International Airport,Nassau,BS
2413,Lynn Lake Airport,Lynn Lake,CA
2414,Lyon Saint-Exupéry Airport,Lyon,FR
2415,Lyon-Bron Airport,Lyon/Bron,FR
2416,M. R. Štefánik Airport,Bratislava,SK
2417,Maastricht Aachen Airport,Maastricht,NL
2418,Mac Dill Air Force Base,Tampa,US
2419,Macaé Airport,Macaé,BR
2420,Macau International Airport,Macau,MO
2421,Mackay Airport,Mackay,AU
2422,Mackenzie Airport,Mackenzie,CA
2423,Mâcon-Charnay Airport,Mâcon/Charnay,FR
2424,Mactan Cebu International Airport,Lapu-Lapu City,PH
2425,Madang Airport,Madang,PG
2426,Madeira Airport,Funchal,PT
2427,Madurai Airport,Madurai,IN
2428,Maestro Wilson Fonseca Airport,Santarém,BR
2429,Magadan-13 Airport,Magadan,RU
2430,Magan Airport,Magan,RU
2431,Magas Airport,Magas,RU
2432,Magdeburg "City" Airport,Magdeburg,DE
2433,Magnitogorsk International Airport,Magnitogorsk,RU
2434,Maharana Pratap Airport,Udaipur,IN
2435,Mahlon Sweet Field,Eugene,US
2436,Maiduguri International Airport,Maiduguri,NG
2437,Mainz-Finthen Airport,Mainz,DE
2438,Maio Airport,Vila do Maio,CV
2439,Majeed Bin Abdulaziz Airport,Al Ula,SA
2440,Major Brigadeiro Doorgal Borges Airport,Barbacena,BR
2441,Major Brigadeiro Trompowsky Airport,Varginha,BR
2442,Makkovik Airport,Makkovik,CA
2443,Makokou Airport,Makokou,GA
2444,Maksimovka Airport,Ufa,RU
2445,Makung Airport,Makung City,TW
2446,Makurdi Airport,Makurdi,NG
2447,Malabo Airport,Malabo,GQ
2448,Malacca Airport,Malacca,MY
2449,Málaga Airport,Málaga,ES
2450,Malakal Airport,Malakal,SS
2451,Malamala Airport,Malamala,ZA
2452,Malanje Airport,Malanje,AO
2453,Malatya Erhaç Airport,Malatya,TR
2454,Malcolm McKinnon Airport,Brunswick,US
2455,Malé International Airport,Malé,MV
2456,Malindi Airport,Malindi,KE
2457,Mallam Aminu International Airport,Kano,NG
2458,Malmen Air Base,Linköping,SE
2459,Malmö Sturup Airport,Malmö,SE
2460,Malpensa International Airport,Milan,IT
2461,Malta International Airport,Valletta,MT
2462,Malvinas Argentinas Airport,Ushuahia,AR
2463,Mananara Nord Airport,Mananara Nord,MG
2464,Manas International Airport,Bishkek,KG
2465,Manchester Airport,Manchester,GB
2466,Manchester Airport,Manchester,US
2467,Manda Airstrip,Lamu,KE
2468,Mandalay International Airport,Mandalay,MM
2469,Mangalore International Airport,Mangalore,IN
2470,Mangla Airport,Mangla,PK
2471,Mangochi Airport,Mangochi,MW
2472,Mangshi Airport,Luxi,CN
2473,Manhattan Regional Airport,Manhattan,US
2474,Manicoré Airport,Manicoré,BR
2475,Maningrida Airport,Maningrida,AU
2476,Manitoulin East Municipal Airport,Manitowaning,CA
2477,Manitouwadge Airport,Manitouwadge,CA
2478,Mannheim-City Airport,Mannheim,DE
2479,Mano Dayak International Airport,Agadez,NE
2480,Mansfield Lahm Regional Airport,Mansfield,US
2481,Manuel Márquez de León International Airport,La Paz,MX
2482,Maputo Airport,Maputo,MZ
2483,Maquehue Airport,Temuco,CL
2484,Mar de Cortés International Airport,Puerto Peñasco,MX
2485,Mara Serena Lodge Airstrip,Masai Mara,KE
2486,Maradi Airport,Maradi,NE
2487,Marandúa Air Base,Marandúa,CO
2488,Marathon Airport,Marathon,CA
2489,March ARB Airport,Riverside,US
2490,Marcos A. Gelabert International Airport,Albrook,PA
2491,M?rcule?ti International Airport,M?rcule?ti,MD
2492,Mardin Airport,Mardin,TR
2493,Maré Airport,Maré,NC
2494,Marechal Cunha Machado International Airport,São Luís,BR
2495,Marechal Rondon Airport,Cuiabá,BR
2496,Margaret Ekpo International Airport,Calabar,NG
2497,Margate Airport,Margate,ZA
2498,Maria Montez International Airport,Barahona,DO
2499,Maria Reiche Neuman Airport,Nazca,PE
2500,Mariana Grajales Airport,Guantánamo,CU
2501,Mariental Airport,Mariental,NA
2502,Marina Di Campo Airport,Marina  Di Campo,IT
2503,Marinduque Airport,Gasan,PH
2504,Mário de Almeida Franco Airport,Uberaba,BR
2505,Mário Ribeiro Airport,Montes Claros,BR
2506,Mariquita Airport,Mariquita,CO
2507,Mariscal Lamar Airport,Cuenca,EC
2508,Mariscal Sucre International Airport,Quito,EC
2509,Mariupol International Airport,Mariupol,UA
2510,Marsa Alam International Airport,Marsa Alam,EG
2511,Marseille Provence Airport,Marseille,FR
2512,Marsh Harbour International Airport,Marsh Harbour,BS
2513,Marshall Army Air Field,Fort Riley(Junction City),US
2514,Marshall Don Hunter Sr Airport,Marshall,US
2515,Marshall Islands International Airport,Majuro Atoll,MH
2516,Martin Miguel De Guemes International Airport,Salta,AR
2517,Martin State Airport,Baltimore,US
2518,Martinique Aimé Césaire International Airport,Fort-de-France,MQ
2519,Marudi Airport,Marudi,MY
2520,Mary Airport,Mary,TM
2521,Mary North Airport,Mary,TM
2522,Mary's Harbour Airport,Mary's Harbour,CA
2523,Mashhad International Airport,Mashhad,IR
2524,Masirah Air Base,Masirah,OM
2525,Mason City Municipal Airport,Mason City,US
2526,Masroor Air Base,Karachi,PK
2527,Massawa International Airport,Massawa,ER
2528,Massena International Richards Field,Massena,US
2529,Masset Airport,Masset,CA
2530,Masvingo International Airport,Masvingo,ZW
2531,Matagami Airport,Matagami,CA
2532,Matane Airport,Matane,CA
2533,Mataveri Airport,Isla De Pascua,CL
2534,Matecaña International Airport,Pereira,CO
2535,Matsapha Airport,Manzini,SZ
2536,Matsu Beigan Airport,Beigan Island,TW
2537,Matsu Nangan Airport,Nangang Island,TW
2538,Matsumoto Airport,Matsumoto,JP
2539,Matsushima Air Base,Ishinomaki,JP
2540,Matsuyama Airport,Matsuyama,JP
2541,Maubeuge-Élesmes Airport,Maubeuge/Élesmes,FR
2542,Maun Airport,Maun,BW
2543,Maximo Gomez Airport,Ciego de Avila,CU
2544,Maxwell Air Force Base,Montgomery,US
2545,Mayaguana Airport,Mayaguana,BS
2546,Maya-Maya Airport,Brazzaville,CG
2547,Maygatka Airport.,Sovetskaya Gavan,RU
2548,Mayo Airport,Mayo,CA
2549,Mayor Buenaventura Vivas International Airport,Santo Domingo,VE
2550,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,PE
2551,Mbandaka Airport,Mbandaka,CD
2552,Mbanza Congo Airport,Mbanza Congo,AO
2553,MBS International Airport,Saginaw,US
2554,Mbuji Mayi Airport,Mbuji Mayi,CD
2555,Mc Alester Regional Airport,Mc Alester,US
2556,Mc Allen Miller International Airport,Mc Allen,US
2557,Mc Clellan Airfield,Sacramento,US
2558,Mc Clellan-Palomar Airport,Carlsbad,US
2559,Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,US
2560,Mc Connell Air Force Base,Wichita,US
2561,Mc Cook Ben Nelson Regional Airport,Mc Cook,US
2562,Mc Entire Joint National Guard Base,Eastover,US
2563,Mc Guire Air Force Base,Wrightstown,US
2564,Mc Kellar Sipes Regional Airport,Jackson,US
2565,Mc Minnville Municipal Airport,Mc Minnville,US
2566,McCall Municipal Airport,McCall,US
2567,McCarran International Airport,Las Vegas,US
2568,McChord Air Force Base,Tacoma,US
2569,McGhee Tyson Airport,Knoxville,US
2570,McGrath Airport,McGrath,US
2571,McMurdo Station Ice Runway,McMurdo Station,AQ
2572,McMurdo Station Pegasus Field,McMurdo Station,AQ
2573,Meadow Lake Airport,Meadow Lake,CA
2574,Meadows Field,Bakersfield,US
2575,Mecheria Airport,Mecheria,DZ
2576,Medicine Hat Airport,Medicine Hat,CA
2577,Mehamn Airport,Mehamn,NO
2578,Mehrabad International Airport,Tehran,IR
2579,Meiktila Air Base,Meiktila,MM
2580,Mekoryuk Airport,Mekoryuk,US
2581,Melbourne International Airport,Melbourne,AU
2582,Melbourne International Airport,Melbourne,US
2583,Melbourne Moorabbin Airport,Melbourne,AU
2584,Melilla Airport,Melilla,ES
2585,Melitopol Air Base,Melitopol,UA
2586,Melun-Villaroche Air Base,Melun/Villaroche,FR
2587,Melville Hall Airport,Marigot,DM
2588,Memanbetsu Airport,?zora,JP
2589,Memmingen Allgau Airport,Memmingen,DE
2590,Memorial Field,Hot Springs,US
2591,Memphis International Airport,Memphis,US
2592,Menara Airport,Marrakech,MA
2593,Mende-Brenoux Airport,Mende/Brénoux,FR
2594,Mendi Airport,Mendi,PG
2595,Menongue Airport,Menongue,AO
2596,Menorca Airport,Menorca Island,ES
2597,Merced Regional Macready Field,Merced,US
2598,Mercedita Airport,Ponce,PR
2599,Mercer County Airport,Bluefield,US
2600,Meridian Naval Air Station,Meridian,US
2601,Merimbula Airport,Merimbula,AU
2602,Merle K (Mudhole) Smith Airport,Cordova,US
2603,Merowe New Airport,Merowe,SD
2604,Merrill Field,Anchorage,US
2605,Mersa Matruh Airport,Mersa Matruh,EG
2606,Merville-Calonne Airport,Merville/Calonne,FR
2607,Metropolitan Oakland International Airport,Oakland,US
2608,Metz-Nancy-Lorraine Airport,Metz / Nancy,FR
2609,Mfuwe Airport,Mfuwe,ZM
2610,Miami International Airport,Miami,US
2611,Mianwali Air Base,Mianwali,PK
2612,Mianyang Airport,Mianyang,CN
2613,Michurinsk Air Base,Michurinsk,RU
2614,Mid Delta Regional Airport,Greenville,US
2615,Mid Ohio Valley Regional Airport,Parkersburg,US
2616,Middle Georgia Regional Airport,Macon,US
2617,Midland International Airport,Midland,US
2618,Migalovo Air Base,Tver,RU
2619,Mihail Kog?lniceanu International Airport,Constan?a,RO
2620,Miho Yonago Airport,Yonago,JP
2621,Mikkeli Airport,Mikkeli,FI
2622,Mikonos Airport,Mykonos Island,GR
2623,Milano Linate Airport,Milan,IT
2624,Milas Bodrum International Airport,Bodrum,TR
2625,Mildura Airport,Mildura,AU
2626,Miley Memorial Field,Big Piney,US
2627,Miller Field,Valentine,US
2628,Millington Regional Jetport Airport,Millington,US
2629,Millville Municipal Airport,Millville,US
2630,Minaçu Airport,Minaçu,BR
2631,Minami-Daito Airport,Minamidait?,JP
2632,Minangkabau Airport,Ketaping/Padang-Sumatra Island,ID
2633,Minatitlán/Coatzacoalcos National Airport,Minatitlán,MX
2634,Mineralnyye Vody Airport,Mineralnyye Vody,RU
2635,Minhas Air Base,Kamra,PK
2636,Ministro Pistarini International Airport,Buenos Aires,AR
2637,Ministro Victor Konder International Airport,Navegantes,BR
2638,Minna Airport,Minna,NG
2639,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,US
2640,Minot Air Force Base,Minot,US
2641,Minot International Airport,Minot,US
2642,Minsk 1 Airport,Minsk,BY
2643,Minsk National Airport,Minsk,BY
2644,Miquelon Airport,Miquelon,PM
2645,Miramar Marine Corps Air Station - Mitscher Field,San Diego,US
2646,Miramichi Airport,Miramichi,CA
2647,Miri Airport,Miri,MY
2648,Mirny Airport,Mirny,RU
2649,Miroslawiec Military Air Base,Miros?awiec,PL
2650,Mirpur Khas Air Base,Mirpur Khas,PK
2651,Misawa Air Base,Misawa,JP
2652,Mission Field,Livingston,US
2653,Missoula International Airport,Missoula,US
2654,Mitiga Airport,Tripoli,LY
2655,Mius Airport,Sarov,RU
2656,Miyakejima Airport,Miyakejima,JP
2657,Miyako Airport,Miyako City,JP
2658,Miyazaki Airport,Miyazaki,JP
2659,Mkuze Airport,Mkuze,ZA
2660,Mmabatho International Airport,Mafeking,ZA
2661,"Mo i Rana Airport, Røssvoll",Mo i Rana,NO
2662,Mobile Downtown Airport,Mobile,US
2663,Mobile Regional Airport,Mobile,US
2664,Mobridge Municipal Airport,Mobridge,US
2665,Mocímboa da Praia Airport,Mocímboa da Praia,MZ
2666,MoD Boscombe Down Airport,Amesbury,GB
2667,MoD St. Athan,St. Athan,GB
2668,Modesto City Co-Harry Sham Field,Modesto,US
2669,Modlin Airport,Warsaw,PL
2670,Moenjodaro Airport,Moenjodaro,PK
2671,Moffett Federal Airfield,Mountain View,US
2672,Mogilev Airport,Mogilev,BY
2673,Mohamed Boudiaf International Airport,Constantine,DZ
2674,Mohammed V International Airport,Casablanca,MA
2675,Moi Air Base,Nairobi,KE
2676,Moises Benzaquen Rengifo Airport,Yurimaguas,PE
2677,Moises R. Espinosa Airport,Masbate,PH
2678,Molde Airport,Årø,NO
2679,Molokai Airport,Kaunakakai,US
2680,Moma Airport,Honuu,RU
2681,Mombasa Moi International Airport,Mombasa,KE
2682,Momote Airport,Manus Island,PG
2683,Monastir Habib Bourguiba International Airport,Monastir,TN
2684,Monbetsu Airport,Monbetsu,JP
2685,Mönchengladbach Airport,Mönchengladbach,DE
2686,Mong Hsat Airport,Mong Hsat,MM
2687,Mongu Airport,Mongu,ZM
2688,Monroe County Airport,Bloomington,US
2689,Monroe Regional Airport,Monroe,US
2690,Monseñor Óscar Arnulfo Romero International Airport,San Salvador (San Luis Talpa),SV
2691,Mont Joli Airport,Mont-Joli,CA
2692,Montauban Airport,Montauban,FR
2693,Montbéliard-Courcelles Airfield,Montbéliard/Courcelles,FR
2694,Mont-de-Marsan (BA 118) Air Base,Mont-de-Marsan,FR
2695,Monte Caseros Airport,Monte Caseros,AR
2696,Monte Dourado Airport,Almeirim,BR
2697,Monterey Peninsula Airport,Monterey,US
2698,Montgomery Regional (Dannelly Field) Airport,Montgomery,US
2699,Monticello Municipal Ellis Field,Monticello,US
2700,Montijo Airport,Montijo,PT
2701,Montluçon-Guéret Airport,Montluçon/Guéret,FR
2702,Montpellier-Méditerranée Airport,Montpellier/Méditerranée,FR
2703,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA
2704,Montréal / Saint-Hubert Airport,Montréal,CA
2705,Montreal International (Mirabel) Airport,Montréal,CA
2706,Montrose Regional Airport,Montrose,US
2707,Moody Air Force Base,Valdosta,US
2708,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,CA
2709,Moosonee Airport,Moosonee,CA
2710,Mopah Airport,Merauke-Papua Island,ID
2711,Moranbah Airport,Moranbah,AU
2712,Moree Airport,Moree,AU
2713,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,US
2714,Morlaix-Ploujean Airport,Morlaix/Ploujean,FR
2715,Morningside Farm Airport,Silveroaks,ZA
2716,Moron Air Base,Morón,ES
2717,Mörön Airport,Mörön,MN
2718,Morristown Municipal Airport,Morristown,US
2719,Moruya Airport,Moruya,AU
2720,Moses Kilangin Airport,Timika-Papua Island,ID
2721,Moshoeshoe I International Airport,Maseru,LS
2722,Moss-Rygge Airport,Oslo,NO
2723,Mostar International Airport,Mostar,BA
2724,Mosul International Airport,Mosul,IQ
2725,Mouilla Ville Airport,Mouila,GA
2726,Moulay Ali Cherif Airport,Errachidia,MA
2727,Mount Hagen Kagamuga Airport,Mount Hagen,PG
2728,Mount Hotham Airport,Mount Hotham,AU
2729,Mount Isa Airport,Mount Isa,AU
2730,Mount Pleasant Airport,Mount Pleasant,FK
2731,Mountain Home Air Force Base,Mountain Home,US
2732,Mozdok Air Base,Mozdok,RU
2733,Mt. Fuji Shizuoka Airport,Makinohara / Shimada,JP
2734,Mtwara Airport,Mtwara,TZ
2735,Muan International Airport,Piseo-ri (Muan),KR
2736,Mudanjiang Hailang International Airport,Mudanjiang,CN
2737,Mudgee Airport,Mudgee,AU
2738,Mueda Airport,Mueda,MZ
2739,Muir Army Air Field (Fort Indiantown Gap) Airport,Fort Indiantown Gap(Annville),US
2740,Mukalla International Airport,Riyan,YE
2741,Multan International Airport,Multan,PK
2742,Mulu Airport,Mulu,MY
2743,Mundo Maya International Airport,San Benito,GT
2744,Munich Airport,Munich,DE
2745,Münster Osnabrück Airport,Münster,DE
2746,Murmansk Airport,Murmansk,RU
2747,Murod Kond Airport,Latur,IN
2748,Murray Field,Eureka,US
2749,Murtala Muhammed International Airport,Lagos,NG
2750,Mu? Airport,Mu?,TR
2751,Muscat International Airport,Muscat,OM
2752,Mushaf Air Base,Sargodha,PK
2753,Muskoka Airport,Muskoka,CA
2754,Muskrat Dam Airport,Muskrat Dam,CA
2755,Mustique Airport,Mustique Island,VC
2756,Mutiara Airport,Palu-Celebes Island,ID
2757,Mutoko Airport,Mutoko,ZW
2758,Muwaffaq Salti Air Base,Al Azraq,JO
2759,Muzaffarabad Airport,Muzaffarabad,PK
2760,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,GA
2761,Mwanza Airport,Mwanza,TZ
2762,Myachkovo Airport,Moscow,RU
2763,Myeik Airport,Mkeik,MM
2764,Myitkyina Airport,Myitkyina,MM
2765,Mykolaiv International Airport,Nikolayev,UA
2766,Myrtle Beach International Airport,Myrtle Beach,US
2767,Mytilene International Airport,Mytilene,GR
2768,Mzuzu Airport,Mzuzu,MW
2769,Nabire Airport,Nabire-Papua Island,ID
2770,Nadi International Airport,Nadi,FJ
2771,Nador International Airport,Nador,MA
2772,Nadym Airport,Nadym,RU
2773,Nadzab Airport,Lae,PG
2774,Naga Airport,Naga,PH
2775,Nagasaki Airport,Nagasaki,JP
2776,Nagoya Airport,Nagoya,JP
2777,Nagurskoye,Murmansk,RU
2778,Naha Airport,Naha,JP
2779,Naha Airport,Tahuna-Sangihe Island,ID
2780,Nain Airport,Nain,CA
2781,Nairobi Wilson Airport,Nairobi,KE
2782,Nakashibetsu Airport,Nakashibetsu,JP
2783,Nakhchivan Airport,Nakhchivan,AZ
2784,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH
2785,Nakina Airport,Nakina,CA
2786,Nal Airport,Bikaner,IN
2787,Nalchik Airport,Nalchik,RU
2788,Nám?š? Air Base,Nám?š?,CZ
2789,Namibe Airport,Namibe,AO
2790,Nampong Air Base,Myitkyina,MM
2791,Nampula Airport,Nampula,MZ
2792,Namsang Airport,Namsang,MM
2793,Nanaimo Airport,Nanaimo,CA
2794,Nanchang Changbei International Airport,Nanchang,CN
2795,Nanchang New Airfield,Nanchang,CN
2796,Nanchang Xiangtang Air Base,Nanchang,CN
2797,Nancy-Essey Airport,Nancy/Essey,FR
2798,Nancy-Ochey (BA 133) Air Base,Nancy/Ochey,FR
2799,Nanded Airport,Nanded,IN
2800,Nanga Pinoh Airport,Nanga Pinoh-Borneo Island,ID
2801,Nanjing Air Base,Nanjing,CN
2802,Nanjing Lukou Airport,Nanjing,CN
2803,Nanki Shirahama Airport,Shirahama,JP
2804,Nanning Wuxu Airport,Nanning,CN
2805,Nanping Wuyishan Airport,Wuyishan,CN
2806,Nantes Atlantique Airport,Nantes,FR
2807,Nantucket Memorial Airport,Nantucket,US
2808,Nanyuki Airport,Nanyuki,KE
2809,Naples International Airport,Nápoli,IT
2810,Naples Municipal Airport,Naples,US
2811,Narita International Airport,Tokyo,JP
2812,Narrabri Airport,Narrabri,AU
2813,Narrandera Airport,Narrandera,AU
2814,Narsarsuaq Airport,Narsarsuaq,GL
2815,Narvik Framnes Airport,Narvik,NO
2816,Naryan Mar Airport,Naryan Mar,RU
2817,NAS Fort Worth JRB/Carswell Field,Fort Worth,US
2818,Nasa Shuttle Landing Facility Airport,Titusville,US
2819,Nashville International Airport,Nashville,US
2820,Nasosnaya Air Base,Nasosnaya,AZ
2821,Natashquan Airport,Natashquan,CA
2822,Nauru International Airport,Yaren District,NR
2823,Nausori International Airport,Nausori,FJ
2824,Naval Air Station Key West/Boca Chica Field,Key West,US
2825,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,US
2826,Naypyidaw Airport,Pyinmana,MM
2827,N'Djamena International Airport,N'Djamena,TD
2828,Ndjili International Airport,Kinshasa,CD
2829,Ndolo Airport,N'dolo,CD
2830,Nea Anchialos Airport,Nea Anchialos,GR
2831,Necochea Airport,Necochea,AR
2832,Needles Airport,Needles,US
2833,Nefteyugansk Airport,Nefteyugansk,RU
2834,Negage Airport,Negage,AO
2835,Nejanilini Lake Airport,Nejanilini Lake,CA
2836,Nellis Air Force Base,Las Vegas,US
2837,Nelson Airport,Nelson,NZ
2838,Nemiscau Airport,Nemiscau,CA
2839,Nenana Municipal Airport,Nenana,US
2840,Nepalgunj Airport,Nepalgunj,NP
2841,Netaji Subhash Chandra Bose International Airport,Kolkata,IN
2842,Neubrandenburg Airport,Neubrandenburg,DE
2843,Neuburg AFB,Neuburg (Donau),DE
2844,Nevatim Air Base,Beersheba,IL
2845,Nevers-Fourchambault Airport,Nevers/Fourchambault,FR
2846,New Bedford Regional Airport,New Bedford,US
2847,New Bight Airport,Cat Island,BS
2848,New Castle Airport,Wilmington,US
2849,New Chitose Airport,Chitose / Tomakomai,JP
2850,New Orleans NAS JRB/Alvin Callender Field,New Orleans,US
2851,New Plymouth Airport,New Plymouth,NZ
2852,New Richmond Regional Airport,New Richmond,US
2853,New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,US
2854,New Tanegashima Airport,Tanegashima,JP
2855,Newark Liberty International Airport,Newark,US
2856,Newcastle Airport,Newcastle,GB
2857,Newcastle Airport,Newcastle,ZA
2858,Newcastle Airport,Williamtown,AU
2859,Newman Airport,Newman,AU
2860,Newport Municipal Airport,Newport,US
2861,Newport News Williamsburg International Airport,Newport News,US
2862,Newquay Cornwall Airport,Newquay,GB
2863,N'Gaoundéré Airport,N'Gaoundéré,CM
2864,Ngari Gunsa Airport,Shiquanhe,CN
2865,Ngjiva Pereira Airport,Ngiva,AO
2866,Ngot Nzoungou Airport,Dolisie,CG
2867,Ngurah Rai (Bali) International Airport,Denpasar-Bali Island,ID
2868,Niagara District Airport,St Catharines,CA
2869,Niagara Falls International Airport,Niagara Falls,US
2870,Niamtougou International Airport,Niamtougou,TG
2871,Nice-Côte d'Azur Airport,Nice,FR
2872,Niederstetten Army Air Base,Niederstetten,DE
2873,Niigata Airport,Niigata,JP
2874,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU
2875,Nîmes-Arles-Camargue Airport,Nîmes/Garons,FR
2876,Ningbo Lishe International Airport,Ningbo,CN
2877,Ninglang Luguhu Airport,Ninglang,CN
2878,Ninoy Aquino International Airport,Manila,PH
2879,Niort-Souché Airport,Niort/Souché,FR
2880,Nipawin Airport,Nipawin,CA
2881,Nis Airport,Nis,RS
2882,Niue International Airport,Alofi,NU
2883,Nizhnevartovsk Airport,Nizhnevartovsk,RU
2884,Nizhny Novgorod Strigino International Airport,Nizhny Novgorod,RU
2885,Nizhyn Air Base,Nizhyn,UA
2886,Nnamdi Azikiwe International Airport,Abuja,NG
2887,Noatak Airport,Noatak,US
2888,Nogales International Airport,Nogales,US
2889,Noi Bai International Airport,Hanoi,VN
2890,Nome Airport,Nome,US
2891,Nordholz Naval Airbase,Cuxhaven,DE
2892,Norfolk International Airport,Norfolk,US
2893,Norfolk Island International Airport,Burnt Pine,NF
2894,Norfolk Ns (Chambers Fld) Airport,Norfolk,US
