1173,Eleftherios Venizelos International Airport,Athens,GR
1174,Elista Airport,Elista,RU
1175,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,US
1176,Elkins-Randolph Co-Jennings Randolph Field,Elkins,US
1177,Elko Regional Airport,Elko,US
1178,Ellington Airport,Houston,US
1179,Elliot Lake Municipal Airport,Elliot Lake,CA
1180,Ellsworth Air Force Base,Rapid City,US
1181,Elmendorf Air Force Base,Anchorage,US
1182,Elmira Corning Regional Airport,Elmira/Corning,US
1183,Eloy Alfaro International Airport,Manta,EC
1184,Ely Airport Yelland Field,Ely,US
1185,Ely Municipal Airport,Ely,US
1186,Emerald Airport,Emerald,AU
1187,Emmonak Airport,Emmonak,US
1188,Enfidha - Hammamet International Airport,Enfidha,TN
1189,Engeløy Airport,Engeløy,NO
1190,Engels Air Base,Saratov,RU
1191,Enontekio Airport,Enontekio,FI
1192,Enrique Adolfo Jimenez Airport,Colón,PA
1193,Enrique Malek International Airport,David,PA
1194,Enrique Olaya Herrera Airport,Medellín,CO
1195,Entebbe International Airport,Kampala,UG
1196,Épinal-Mirecourt Airport,Épinal/Mirecourt,FR
1197,Eppley Airfield,Omaha,US
1198,Erbil International Airport,Arbil,IQ
1199,Ercan International Airport,Nicosia,CY
1200,Erebuni Airport,Yerevan,AM
1201,Erenhot Saiwusu International Airport,Erenhot,CN
1202,Erfurt Airport,Erfurt,DE
1203,Erie International Tom Ridge Field,Erie,US
1204,Ermelo Airport,Ermelo,ZA
1205,Ernest A. Love Field,Prescott,US
1206,Ernesto Cortissoz International Airport,Barranquilla,CO
1207,Eros Airport,Windhoek,NA
1208,Erzincan Airport,Erzincan,TR
1209,Erzurum International Airport,Erzurum,TR
1210,Es Senia Airport,Oran,DZ
1211,Esbjerg Airport,Esbjerg,DK
1212,Escuela Mariscal Sucre Airport,Maracay,VE
1213,Esenbo?a International Airport,Ankara,TR
1214,Esfahan Shahid Beheshti International Airport,Isfahan,IR
1215,Eskilstuna Airport,Eskilstuna,SE
1216,Esler Regional Airport,Alexandria,US
1217,Esperance Airport,Esperance,AU
1218,Estevan Airport,Estevan,CA
1219,Étain-Rouvres Air Base,Étain/Rouvres,FR
1220,Etimesgut Air Base,Ankara,TR
1221,Eugenio Maria De Hostos Airport,Mayaguez,PR
1222,Eurico de Aguiar Salles Airport,Vitória,BR
1223,EuroAirport Basel-Mulhouse-Freiburg Airport,Bâle/Mulhouse,FR
1224,Evanston-Uinta County Airport-Burns Field,Evanston,US
1225,Evansville Regional Airport,Evansville,US
1226,Evelio Javier Airport,San Jose,PH
1227,Évreux-Fauville (BA 105) Air Base,Évreux/Fauville,FR
1228,Exeter International Airport,Exeter,GB
1229,Exuma International Airport,George Town,BS
1230,F. D. Roosevelt Airport,Sint Eustatius,BQ
1231,Faa'a International Airport,Papeete,PF
1232,Fabio Alberto Leon Bentley Airport,Mitú,CO
1233,Fair Isle Airport,Fair Isle,GB
1234,Fairbanks International Airport,Fairbanks,US
1235,Fairchild Air Force Base,Spokane,US
1236,Faisal Air Base,Karachi,PK
1237,Faisalabad International Airport,Faisalabad,PK
1238,Fakfak Airport,Fakfak-Papua Island,ID
1239,Falcone–Borsellino Airport,Palermo,IT
1240,Faleolo International Airport,Apia,WS
1241,Fallon Naval Air Station,Fallon,US
1242,Falls International Airport,International Falls,US
1243,Farkhor Air Base,Parkhar,TJ
1244,Farnborough Airport,Farnborough,GB
1245,Faro Airport,Faro,PT
1246,Faro Airport,Faro,CA
1247,Fasa Airport,Fasa,IR
1248,Fascene Airport,Nosy Be,MG
1249,Fatmawati Soekarno Airport,Bengkulu-Sumatra Island,ID
1250,Fayetteville Regional Grannis Field,Fayetteville,US
1251,Federico Fellini International Airport,Rimini,IT
1252,Federico Garcia Lorca Airport,Granada,ES
1253,Fedotovo Naval Air Base,Kipelovo,RU
1254,Felker Army Air Field,Fort Eustis,US
1255,Felts Field,Spokane,US
1256,Fernando de Noronha Airport,Fernando De Noronha,BR
1257,Fernando Luis Ribas Dominicci Airport,San Juan,PR
1258,Fete?ti Air Base,Fete?ti,RO
1259,Ficksburg Sentraoes Airport,Ficksburg,ZA
1260,Figari Sud-Corse Airport,Figari Sud-Corse,FR
1261,Filippos Airport,Kozani,GR
1262,Findlay Airport,Findlay,US
1263,Fitiuta Airport,Fitiuta Village,AS
1264,Flagstaff Pulliam Airport,Flagstaff,US
1265,Flamingo International Airport,Kralendijk,BQ
1266,Flin Flon Airport,Flin Flon,CA
1267,Florence Regional Airport,Florence,US
1268,Florennes Air Base,Florennes,BE
1269,Flores Airport,Santa Cruz das Flores,PT
1270,Florø Airport,Florø,NO
1271,Floyd Bennett Memorial Airport,Glens Falls,US
1272,Foggia "Gino Lisa" Airport,Foggia,IT
1273,Fond-Du-Lac Airport,Fond-Du-Lac,CA
1274,Forbes Airport,Forbes,AU
1275,Forestville Airport,Forestville,CA
1276,Forlì Airport,Forlì (FC),IT
1277,Formosa Airport,Formosa,AR
1278,Fort Albany Airport,Fort Albany,CA
1279,Fort Chipewyan Airport,Fort Chipewyan,CA
1280,Fort Dodge Regional Airport,Fort Dodge,US
1281,Fort Frances Municipal Airport,Fort Frances,CA
1282,Fort Good Hope Airport,Fort Good Hope,CA
1283,Fort Hope Airport,Fort Hope,CA
1284,Fort Lauderdale Executive Airport,Fort Lauderdale,US
1285,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US
1286,Fort Liard Airport,Fort Liard,CA
1287,Fort McMurray Airport,Fort McMurray,CA
1288,Fort Mcpherson Airport,Fort Mcpherson,CA
1289,Fort Nelson Airport,Fort Nelson,CA
1290,Fort Resolution Airport,Fort Resolution,CA
1291,Fort Severn Airport,Fort Severn,CA
1292,Fort Simpson Airport,Fort Simpson,CA
1293,Fort Smith Airport,Fort Smith,CA
1294,Fort Smith Regional Airport,Fort Smith,US
1295,Fort St John Airport,Fort St.John,CA
1296,Fort Stockton Pecos County Airport,Fort Stockton,US
1297,Fort Wayne International Airport,Fort Wayne,US
1298,Fort Worth Alliance Airport,Fort Worth,US
1299,Fort Worth Meacham International Airport,Fort Worth,US
1300,Fort Yukon Airport,Fort Yukon,US
1301,Foshan Shadi Airport,Foshan,CN
1302,Foumban Nkounja Airport,Foumban,CM
1303,Four Corners Regional Airport,Farmington,US
1304,Francisco B. Reyes Airport,Coron,PH
1305,Francisco Bangoy International Airport,Davao City,PH
1306,Francisco Carle Airport,Jauja,PE
1307,Francisco de Assis Airport,Juiz De Fora,BR
1308,Francisco de Miranda Airport,La Carlota,VE
1309,Francisco De Orellana Airport,Coca,EC
1310,Francisco de Sá Carneiro Airport,Porto,PT
1311,Francisco Sarabia International Airport,Torreón,MX
1312,Francistown Airport,Francistown,BW
1313,Frank Miloye Milenkowichi–Marília State Airport,Marília,BR
1314,Frank Pais International Airport,Holguin,CU
1315,Frank Wiley Field,Miles City,US
1316,Frankfurt am Main Airport,Frankfurt am Main,DE
1317,Frankfurt-Egelsbach Airport,Frankfurt am Main,DE
1318,Frankfurt-Hahn Airport,Frankfurt am Main,DE
1319,Frans Kaisiepo Airport,Biak-Supiori Island,ID
1320,Fredericton Airport,Fredericton,CA
1321,Fresno Yosemite International Airport,Fresno,US
1322,Friedman Memorial Airport,Hailey,US
1323,Friedrichshafen Airport,Friedrichshafen,DE
1324,Fritzlar Airport,Fritzlar,DE
1325,Fua'amotu International Airport,Nuku'alofa,TO
1326,Fuerteventura Airport,Fuerteventura Island,ES
1327,Fukue Airport,Goto,JP
1328,Fukuoka Airport,Fukuoka,JP
1329,Fukushima Airport,Sukagawa,JP
1330,Fulton County Airport Brown Field,Atlanta,US
1331,Funafuti International Airport,Funafuti,TV
1332,Fürstenfeldbruck Airport,Fürstenfeldbruck,DE
1333,Fuyang Xiguan Airport,Fuyang,CN
1334,Fuyun Koktokay Airport,Fuyun,CN
1335,Fuzhou Air Base,Fuzhou,CN
1336,Fuzhou Changle International Airport,Fuzhou,CN
1337,Gabala International Airport,Gabala,AZ
1338,Gabès Matmata International Airport,Gabès,TN
1339,Gabrovnitsa Air Base,Gabrovnitsa,BG
1340,Gachsaran Airport,Gachsaran,IR
1341,Gafsa Ksar International Airport,Gafsa,TN
1342,Gainesville Regional Airport,Gainesville,US
1343,Gallatin Field,Bozeman,US
1344,Gällivare Airport,Gällivare,SE
1345,Gallup Municipal Airport,Gallup,US
1346,Galway Airport,Galway,IE
1347,Gambell Airport,Gambell,US
1348,Gambella Airport,Gambela,ET
1349,Gan International Airport,Gan,MV
1350,Gander International Airport,Gander,CA
1351,Gangneung Airport (K-18),Gangneung,KR
1352,Gangshan Air Force Base,Gangshan,TW
1353,Ganja Airport,Ganja,AZ
1354,Gannan Xiahe Airport,Xiahe,CN
1355,Gardabya Airport,Sirt,LY
1356,Garden City Regional Airport,Garden City,US
1357,Garfield County Regional Airport,Rifle,US
1358,Garoua International Airport,Garoua,CM
1359,Gary Chicago International Airport,Gary,US
1360,Gaspé (Michel-Pouliot) Airport,Gaspé,CA
1361,Gaua Island Airport,Gaua Island,VU
1362,Gautam Buddha Airport,Bhairawa,NP
1363,Gävle Sandviken Airport,Gävle / Sandviken,SE
1364,Gaziantep International Airport,Gaziantep,TR
1365,Gazipa?a Airport,Gazipa?a,TR
1366,Gda?sk Lech Wa??sa Airport,Gda?sk,PL
1367,Geçitkale Air Base,Geçitkale,CY
1368,Gelendzhik Airport,Gelendzhik,RU
1369,Gelephu Airport,Gelephu,BT
1370,Gemena Airport,Gemena,CD
1371,General Abelardo L. Rodríguez International Airport,Tijuana,MX
1372,General E. Mosconi Airport,Comodoro Rivadavia,AR
1373,General Edward Lawrence Logan International Airport,Boston,US
1374,General Enrique Mosconi Airport,Tartagal,AR
1375,General Francisco Bermúdez Airport,Carúpano,VE
1376,General Francisco J. Mujica International Airport,Morelia,MX
1377,General Francisco Javier Mina International Airport,Tampico,MX
1378,General Guadalupe Victoria International Airport,Durango,MX
1379,General Heriberto Jara International Airport,Veracruz,MX
1380,General Ignacio P. Garcia International Airport,Hermosillo,MX
1381,General José Antonio Anzoategui International Airport,Barcelona,VE
1382,General José María Yáñez International Airport,Guaymas,MX
1383,General Juan N Alvarez International Airport,Acapulco,MX
1384,General Leobardo C. Ruiz International Airport,Zacatecas,MX
1385,General Lucio Blanco International Airport,Reynosa,MX
1386,General Manuel Carlos Piar International Airport,Puerto Ordaz-Ciudad Guayana,VE
1387,General Manuel Serrano Airport,Machala,EC
1388,General Mariano Escobedo International Airport,Monterrey,MX
1389,General Mitchell International Airport,Milwaukee,US
1390,General Pedro Jose Mendez International Airport,Ciudad Victoria,MX
1391,General Pico Airport,General Pico,AR
1392,General Rafael Buelna International Airport,Mazatlán,MX
1393,General Roberto Fierro Villalobos International Airport,Chihuahua,MX
1394,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX
1395,General Santos International Airport,General Santos,PH
1396,General Servando Canales International Airport,Matamoros,MX
1397,General Ulpiano Paez Airport,Salinas,EC
1398,General Urquiza Airport,Parana,AR
1399,General Wayne A. Downing Peoria International Airport,Peoria,US
1400,General WM J Fox Airfield,Lancaster,US
1401,Geneva Cointrin International Airport,Geneva,CH
1402,Genoa Cristoforo Colombo Airport,Genova,IT
1403,George Airport,George,ZA
1404,George Best Belfast City Airport,Belfast,GB
1405,George Bush Intercontinental Houston Airport,Houston,US
1406,George F. L. Charles Airport,Castries,LC
1407,George Town Airport,George Town,BS
1408,Gerald R. Ford International Airport,Grand Rapids,US
1409,Geraldton Airport,Geraldton,AU
1410,Geraldton Greenstone Regional Airport,Geraldton,CA
1411,Gerardo Tobar López Airport,Buenaventura,CO
1412,German Olano Air Base,La Dorada,CO
1413,German Olano Airport,Puerto Carreño,CO
1414,Gerrard Smith International Airport,Cayman Brac,KY
1415,Getafe Air Base,Getafe,ES
1416,Ghadames East Airport,Ghadames,LY
1417,Ghat Airport,Ghat,LY
1418,Ghedi Air Base,Ghedi,IT
1419,Gia Lam Air Base,Hanoi,VN
1420,Gibraltar Airport,Gibraltar,GI
1421,Gifu Airport,Gifu,JP
1422,Gilgit Airport,Gilgit,PK
1423,Gillam Airport,Gillam,CA
1424,Gillette Campbell County Airport,Gillette,US
1425,Gilze Rijen Air Base,Breda,NL
1426,Gimhae International Airport,Busan,KR
1427,Gimli Industrial Park Airport,Gimli,CA
1428,Gimpo International Airport,Seoul,KR
1429,Gioia Del Colle Air Base,Gioia Del Colle (BA),IT
1430,Girona Airport,Girona,ES
1431,Girua Airport,Popondetta,PG
1432,Gisborne Airport,Gisborne,NZ
1433,Gisenyi Airport,Gisenyi,RW
1434,Gissar Air Base,Dushanbe,TJ
1435,Gjadër Air Base,Gjadër,AL
1436,Gjoa Haven Airport,Gjoa Haven,CA
1437,Glacier Park International Airport,Kalispell,US
1438,Gladstone Airport,Gladstone,AU
1439,Glasgow International Airport,Glasgow,GB
1440,Glasgow Prestwick Airport,Glasgow,GB
1441,Glentanner Airport,Glentanner Station,NZ
1442,Gloucestershire Airport,Staverton,GB
1443,Gobernador Castello Airport,Viedma / Carmen de Patagones,AR
1444,Gobernador Horacio Guzman International Airport,San Salvador de Jujuy,AR
1445,Gode Airport,Gode,ET
1446,Goderich Airport,Goderich,CA
1447,Godman Army Air Field,Fort Knox,US
1448,Godofredo P. Ramos Airport,Malay,PH
1449,Gods Lake Narrows Airport,Gods Lake Narrows,CA
1450,Gods River Airport,Gods River,CA
1451,Godthaab / Nuuk Airport,Nuuk,GL
1452,Gold Coast Airport,Gold Coast,AU
1453,Golden Airport,Golden,CA
1454,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US
1455,Golfito Airport,Golfito,CR
1456,Golmud Airport,Golmud,CN
1457,Golog Maqin Airport,Golog,CN
1458,Goloson International Airport,La Ceiba,HN
1459,Goma International Airport,Goma,CD
1460,Gombe Lawanti International Airport,Gombe,NG
1461,Gomel Airport,Gomel,BY
1462,Gomez Nino Apiay Air Base,Apiay,CO
1463,Gonder Airport,Gondar,ET
1464,Goose Bay Airport,Goose Bay,CA
1465,Gorakhpur Airport,Gorakhpur,IN
1466,Gore Bay Manitoulin Airport,Gore Bay,CA
1467,Gorgan Airport,Gorgan,IR
1468,Gorna Oryahovitsa Airport,Gorna Oryahovitsa,BG
1469,Gorno-Altaysk Airport,Gorno-Altaysk,RU
1470,Goroka Airport,Goronka,PG
1471,Gostomel Airport,Kiev,UA
1472,Gothenburg City Airport,Gothenburg,SE
1473,Gothenburg-Landvetter Airport,Gothenburg,SE
1474,Gove Airport,Nhulunbuy,AU
1475,Governador Aluízio Alves International Airport,Natal,BR
1476,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,BR
1477,Governador José Richa Airport,Londrina,BR
1478,Governor's Harbour Airport,Governor's Harbour,BS
1479,Goya Airport,Goya,AR
1480,Grabtsevo Airport,Kaluga,RU
1481,Graciosa Airport,Santa Cruz da Graciosa,PT
1482,Graf Ignatievo Air Base,Graf Ignatievo,BG
1483,Gral. Bernardo O´Higgins Airport,Chillan,CL
1484,Gran Canaria Airport,Gran Canaria Island,ES
1485,Grand Bahama International Airport,Freeport,BS
1486,Grand Canyon National Park Airport,Grand Canyon,US
1487,Grand Central Airport,Midrand,ZA
1488,Grand Forks Air Force Base,Grand Forks,US
1489,Grand Forks Airport,Grand Forks,CA
1490,Grand Forks International Airport,Grand Forks,US
1491,Grand Junction Regional Airport,Grand Junction,US
1492,Grand Strand Airport,North Myrtle Beach,US
1493,Grande Prairie Airport,Grande Prairie,CA
1494,Grant County International Airport,Moses Lake,US
1495,Granville Airport,Granville,FR
1496,Gray Army Air Field,Fort Lewis/Tacoma,US
1497,Graz Airport,Graz,AT
1498,Grazzanise Air Base,Caserta,IT
1499,Great Falls International Airport,Great Falls,US
1500,Greater Binghamton/Edwin A Link field,Binghamton,US
1501,Greater Kankakee Airport,Kankakee,US
1502,Greater Moncton International Airport,Moncton,CA
1503,Greater Rochester International Airport,Rochester,US
1504,Greenbrier Valley Airport,Lewisburg,US
1505,Greenville Downtown Airport,Greenville,US
1506,Greenville Spartanburg International Airport,Greenville,US
1507,Greenwood–Leflore Airport,Greenwood,US
1508,Gregorio Luperon International Airport,Puerto Plata,DO
1509,Grenchen Airport,Grenchen,CH
1510,Grenoble-Isère Airport,Grenoble/Saint-Geoirs,FR
1511,Grider Field,Pine Bluff,US
1512,Griffiss International Airport,Rome,US
1513,Griffith Airport,Griffith,AU
1514,Grise Fiord Airport,Grise Fiord,CA
1515,Grissom Air Reserve Base,Peru,US
1516,Groote Eylandt Airport,Groote Eylandt,AU
1517,Grootfontein Airport,Grootfontein,NA
1518,Grosseto Air Base,Grosetto,IT
1519,Groton New London Airport,Groton (New London),US
1520,Grozny North Airport,Grozny,RU
1521,Guajará-Mirim Airport,Guajará-Mirim,BR
1522,Gualeguaychu Airport,Gualeguaychu,AR
1523,Guanare Airport,Guanare,VE
1524,Guangyuan Airport,Guangyuan,CN
1525,Guangzhou Baiyun International Airport,Guangzhou,CN
1526,Guangzhou MR Air Base,Guanghua,CN
1527,Guapiles Airport,Pococi,CR
1528,Guarani International Airport,Ciudad del Este,PY
1529,Guararapes - Gilberto Freyre International Airport,Recife,BR
1530,Guaratinguetá Airport,Guaratinguetá,BR
1531,Guardiamarina Zañartu Airport,Puerto Williams,CL
1532,Guarulhos - Governador André Franco Montoro International Airport,São Paulo,BR
1533,Gudauta Air Base,Gudauta,GE
1534,Guemar Airport,Guemar,DZ
1535,Guernsey Airport,Saint Peter Port,GG
1536,Guidonia Air Base,Guidonia,IT
1537,Guilin Liangjiang International Airport,Guilin City,CN
1538,Guillermo León Valencia Airport,Popayán,CO
1539,Gulfport Biloxi International Airport,Gulfport,US
1540,Gu-Lian Airport,Mohe,CN
1541,Gulkana Airport,Gulkana,US
1542,Gulu Airport,Gulu,UG
1543,Gurayat Domestic Airport,Gurayat,SA
1544,Gurney Airport,Gurney,PG
1545,Gusau Airport,Gusau,NG
1546,Gustaf III Airport,Gustavia,BL
1547,Gustavo Artunduaga Paredes Airport,Florencia,CO
1548,Gustavo Rizo Airport,Baracoa,CU
1549,Gustavo Rojas Pinilla International Airport,San Andrés,CO
1550,Gustavo Vargas Airport,Tame,CO
1551,Gustavus Airport,Gustavus,US
1552,Guymon Municipal Airport,Guymon,US
1553,Guyuan Liupanshan Airport,Guyuan,CN
1554,Gvardeyskoe Air Base,Sarabuz,UA
1555,Gwadar International Airport,Gwadar,PK
1556,Gwalior Airport,Gwalior,IN
1557,Gwangju Airport,Gwangju,KR
1558,Gy?r-Pér International Airport,Gy?r,HU
1559,Gyumri Shirak Airport,Gyumri,AM
1560,Hachijojima Airport,Hachijojima,JP
1561,Haeju Airfield,Haeju,KP
1562,Hagerstown Regional Richard A Henson Field,Hagerstown,US
1563,Haifa International Airport,Haifa,IL
1564,Haikou Meilan International Airport,Haikou,CN
1565,Ha'il Airport,Ha'il,SA
1566,Haines Airport,Haines,US
1567,Haines Junction Airport,Haines Junction,CA
1568,Hakkari Yüksekova Airport,Hakkari,TR
1569,Hakodate Airport,Hakodate,JP
1570,HAL Airport,Bangalore,IN
1571,Halifax / Stanfield International Airport,Halifax,CA
1572,Halim Perdanakusuma International Airport,Jakarta,ID
1573,Hall Beach Airport,Hall Beach,CA
1574,Halli Airport,Halli / Kuorevesi,FI
1575,Halmstad Airport,Halmstad,SE
1576,Hamad International Airport,Doha,QA
1577,Hamadan Air Base,Hamadan,IR
1578,Hamadan Airport,Hamadan,IR
1579,Hamburg Airport,Hamburg,DE
1580,Hamburg-Finkenwerder Airport,Hamburg,DE
1581,Hami Airport,Hami,CN
1582,Hamilton International Airport,Hamilton,NZ
1583,Hamilton Island Airport,Hamilton Island,AU
1584,Hammerfest Airport,Hammerfest,NO
1585,Hana Airport,Hana,US
1586,Hancock County-Bar Harbor Airport,Bar Harbor,US
1587,Handan Airport,Handan,CN
1588,Hang Nadim International Airport,Batam Island,ID
1589,Hangzhou Xiaoshan International Airport,Hangzhou,CN
1590,Hanimaadhoo Airport,Haa Dhaalu Atoll,MV
1591,Hannover Airport,Hannover,DE
1592,Harar Meda Airport,Debre Zeyit,ET
1593,Harare International Airport,Harare,ZW
1594,Harrisburg International Airport,Harrisburg,US
1595,Harrismith Airport,Harrismith,ZA
1596,"Harstad/Narvik Airport, Evenes",Evenes,NO
1597,Hartford Brainard Airport,Hartford,US
1598,Hartsfield Jackson Atlanta International Airport,Atlanta,US
1599,Hasanuddin International Airport,Ujung Pandang-Celebes Island,ID
1600,Hashimara Air Force Station,Jalpaiguri,IN
1601,Haskovo Malevo Airport,Haskovo,BG
1602,Hassan I Airport,El Aaiún,EH
1603,Hat Yai International Airport,Hat Yai,TH
1604,Hatay Airport,Hatay,TR
1605,Hato International Airport,Willemstad,CW
1606,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,US
1607,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,US
1608,Haugesund Airport,Karmøy,NO
1609,Haverfordwest Airport,Haverfordwest,GB
1610,Havre City County Airport,Havre,US
1611,Havre St Pierre Airport,Havre St-Pierre,CA
1612,Hawarden Airport,Hawarden,GB
1613,Hawke's Bay Airport,Napier,NZ
1614,Hay River / Merlyn Carter Airport,Hay River,CA
1615,Hays Regional Airport,Hays,US
1616,Hearst René Fontaine Municipal Airport,Hearst,CA
1617,Hechi Jinchengjiang Airport,Hechi,CN
1618,Hector International Airport,Fargo,US
1619,Hedong Airport,Yinchuan,CN
1620,Hefei Luogang International Airport,Hefei,CN
1621,Heho Airport,Heho,MM
1622,Heihe Airport,Heihe,CN
1623,Helena Regional Airport,Helena,US
1624,Helsinki Malmi Airport,Helsinki,FI
1625,Helsinki Vantaa Airport,Helsinki,FI
1626,Henderson Field,Sand Island,UM
1627,Hendrik Van Eck Airport,Phalaborwa,ZA
1628,Hengchun Airport,Hengchung,TW
1629,Henri Coand? International Airport,Bucharest,RO
1630,Henry E Rohlsen Airport,Christiansted,VI
1631,Henry Post Army Air Field (Fort Sill),Fort Sill,US
1632,Heraklion International Nikos Kazantzakis Airport,Heraklion,GR
1633,Hercílio Luz International Airport,Florianópolis,BR
1634,Heriberto Gíl Martínez Airport,Tuluá,CO
1635,Heringsdorf Airport,Heringsdorf,DE
1636,Hermanos Ameijeiras Airport,Las Tunas,CU
1637,Hermanos Serdán International Airport,Puebla,MX
1638,Hermes Quijada International Airport,Rio Grande,AR
1639,Héroes De Malvinas Airport,Tandil,AR
1640,Hervey Bay Airport,Hervey Bay,AU
1641,Hewanorra International Airport,Vieux Fort,LC
1642,Heydar Aliyev International Airport,Baku,AZ
1643,Hickory Regional Airport,Hickory,US
1644,Hierro Airport,El Hierro Island,ES
1645,High Level Airport,High Level,CA
1646,Hihifo Airport,Wallis Island,WF
1647,Hill Air Force Base,Ogden,US
1648,Hilo International Airport,Hilo,US
1649,Hingurakgoda Air Force Base,Polonnaruwa Town,LK
1650,Hinterstoisser Air Base,Zeltweg,AT
1651,Hiroshima Airport,Hiroshima,JP
1652,Hiva Oa-Atuona Airport,Hiva Oa Island,PF
1653,Hobart International Airport,Hobart,AU
1654,Hobart Regional Airport,Hobart,US
1655,Hodeidah International Airport,Hodeida,YE
1656,Hof-Plauen Airport,Hof,DE
1657,Holloman Air Force Base,Alamogordo,US
1658,Holy Cross Airport,Holy Cross,US
1659,Homer Airport,Homer,US
1660,Homestead ARB Airport,Homestead,US
1661,Homey (Area 51) Airport,Groom Lake,US
1662,Hongyuan Airport,Aba,CN
1663,Honiara International Airport,Honiara,SB
1664,Hood Airport,Masterton,NZ
1665,Hood Army Air Field,Fort Hood(Killeen),US
1666,Hooper Bay Airport,Hooper Bay,US
1667,Hope Airport,Hope,CA
1668,Hopedale Airport,Hopedale,CA
1669,Horn Island Airport,Horn Island,AU
1670,Hornafjörður Airport,Höfn,IS
1671,Hornepayne Municipal Airport,Hornepayne,CA
1672,Horta Airport,Horta,PT
1673,Hosea Kutako International Airport,Windhoek,NA
1674,Hotan Airport,Hotan,CN
1675,Houari Boumediene Airport,Algiers,DZ
1676,Houghton County Memorial Airport,Hancock,US
1677,Houlton International Airport,Houlton,US
1678,Hrodna Airport,Hrodna,BY
1679,Hsinchu Air Base,Hsinchu City,TW
1680,Hua Hin Airport,Hua Hin,TH
1681,Huahine-Fare Airport,Fare,PF
1682,Huairen Air Base,Datong,CN
1683,Hualien Airport,Hualien City,TW
1684,Huangyan Luqiao Airport,Huangyan,CN
1685,Huatugou Airport,Mengnai,CN
1686,Hubli Airport,Hubli,IN
1687,Hugo Cantergiani Regional Airport,Caxias Do Sul,BR
1688,Huizhou Airport,Huizhou,CN
1689,Humberside Airport,Grimsby,GB
1690,Hunt Field,Lander,US
1691,Hunter Army Air Field,Savannah,US
1692,Huntsville International Carl T Jones Field,Huntsville,US
1693,Huntsville Regional Airport,Huntsville,US
1694,Hurghada International Airport,Hurghada,EG
1695,Hurlburt Field,Mary Esther,US
1696,Huron Regional Airport,Huron,US
1697,Huronia Airport,Midland,CA
1698,Húsavík Airport,Húsavík,IS
1699,Husein Sastranegara International Airport,Bandung-Java Island,ID
1700,Huslia Airport,Huslia,US
1701,Hutchinson Municipal Airport,Hutchinson,US
1702,Hwange National Park Airport,Hwange,ZW
1703,Hwangju Airbase,Hwangju,KP
1704,Hwangsuwon Airbase,Kimhyonggwon,KP
1705,Hyakuri Airport,Omitama,JP
1706,Ianca Air Base,Ianca,RO
1707,Ia?i Airport,Ia?i,RO
1708,Ibadan Airport,Ibadan,NG
1709,Iberia Airport,Iberia,PE
1710,Ibiza Airport,Ibiza,ES
1711,Ibn Batouta Airport,Tangier,MA
1712,Idaho Falls Regional Airport,Idaho Falls,US
1713,Ie Jima Airport,Ie,JP
1714,Igarka Airport,Igarka,RU
1715,I?d?r Airport,I?d?r,TR
1716,Igloolik Airport,Igloolik,CA
1717,Ignace Municipal Airport,Ignace,CA
1718,Ignacio Agramonte International Airport,Camaguey,CU
1719,Ignatyevo Airport,Blagoveschensk,RU
1720,Igor I Sikorsky Memorial Airport,Bridgeport,US
1721,Iki Airport,Iki,JP
1722,Il Caravaggio International Airport,Bergamo,IT
1723,Ilam Airport,Ilam,IR
1724,Île Art - Waala Airport,Waala,NC
1725,Île des Pins Airport,Île des Pins,NC
1726,Île d'Yeu Airport,Île d'Yeu,FR
1727,Îles-de-la-Madeleine Airport,Îles-de-la-Madeleine,CA
1728,Ilford Airport,Ilford,CA
1729,Iliamna Airport,Iliamna,US
1730,Illizi Takhamalt Airport,Illizi,DZ
1731,Ilo Airport,Ilo,PE
1732,Iloilo International Airport,Iloilo City,PH
1733,Ilopango International Airport,San Salvador,SV
1734,Ilorin International Airport,Ilorin,NG
1735,Imam Khomeini International Airport,Tehran,IR
1736,Imperial County Airport,Imperial,US
1737,Imphal Airport,Imphal,IN
1738,In Aménas Airport,Aménas,DZ
1739,In Salah Airport,In Salah,DZ
1740,Inagua Airport,Matthew Town,BS
1741,Inca Manco Capac International Airport,Juliaca,PE
1742,Incheon International Airport,Seoul,KR
1743,?ncirlik Air Base,Adana,TR
1744,Indian Mountain LRRS Airport,Utopia Creek,US
1745,Indianapolis International Airport,Indianapolis,US
1746,Indigo Bay Lodge Airport,Bazaruto Island,MZ
1747,Indira Gandhi International Airport,New Delhi,IN
1748,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX
1749,Ingeniero Ambrosio Taravella Airport,Cordoba,AR
1750,Ingolstadt Manching Airport,Manching,DE
1751,Inhambane Airport,Inhambabe,MZ
1752,Innsbruck Airport,Innsbruck,AT
1753,Inta Airport,Inta,RU
1754,Inukjuak Airport,Inukjuak,CA
1755,Inuvik Mike Zubko Airport,Inuvik,CA
1756,Invercargill Airport,Invercargill,NZ
1757,Inverell Airport,Inverell,AU
1758,Inverness Airport,Inverness,GB
